Device,G_Swap_Total,G_Swap_Free,G_Swap_Used,G_Proc_Run,G_Cpu_User,G_Cpu_Wio,G_Load_One,G_Load,G_Five,G_Load_Fifteen,G_Mem_Cached,G_Mem_Total,T_State,T_Slots,T_SlotsUsed,T_AvailMem(MB),T_TotalMem(MB)/Swap,T_Time_Last_Rec,T_LoadAve ,T_NetLoad(MB)
compute-2-29,10061.0,10005.93,55.07,1.0,34.9,0.4,2.44,2.67,2649592.0,8255316.0,481.606,435.17,1,4,3,15473.11,18122.83,1.93,1.59,901507.42
compute-2-28,10061.0,10061.0,0.0,0.0,0.0,0.0,0.0,0.0,1485600.0,8255316.0,481.606,452.613,0,4,0,17866.45,18122.83,180289.93,0.00,967.03
compute-2-23,10061.0,9939.18,121.82,3.0,74.2,0.1,2.89,2.8,2500260.0,8255316.0,481.606,435.595,2,4,4,13177.02,18122.83,1.93,3.02,696936.06
compute-2-25,10061.0,8846.8,1214.2,4.0,95.8,1.2,4.01,3.93,3718856.0,8255316.0,481.606,434.035,2,4,4,13357.36,18122.83,38.93,4.17,783133.67
compute-2-24,10061.0,9704.63,356.37,3.0,73.0,1.5,3.13,3.06,3056776.0,8255316.0,481.606,434.716,2,4,4,12951.05,18122.83,40.93,3.04,770228.22
compute-2-27,10061.0,9879.87,181.13,0.0,32.4,7.6,1.88,2.32,3156364.0,8255316.0,481.606,435.502,2,4,4,14547.22,18122.83,40.93,1.90,830341.48
compute-2-26,10061.0,10002.78,58.21,3.0,79.9,1.9,3.89,3.96,5416760.0,8255316.0,481.606,435.413,2,4,4,16475.47,18122.83,36.93,3.65,858108.11
compute-6-29,10061.0,9992.89,68.1,4.0,95.2,1.2,4.01,3.67,5173240.0,8255316.0,481.606,436.038,2,4,4,16269.71,18122.83,44.93,4.18,968622.33
compute-6-28,10061.0,9998.06,62.93,4.0,89.6,0.7,3.27,2.93,5286252.0,8255316.0,481.606,436.192,2,4,4,16208.25,18122.83,42.93,3.58,1045438.19
compute-6-25,10061.0,10004.73,56.26,3.0,47.5,16.3,3.25,3.33,6165632.0,8255316.0,481.606,435.789,1,4,3,16517.19,18122.83,40.93,3.27,734804.87
compute-6-24,10061.0,9999.43,61.57,3.0,74.9,1.5,3.88,3.56,5147248.0,8255316.0,481.606,435.949,1,4,3,16559.84,18122.83,42.93,3.37,879233.49
compute-6-27,10061.0,10000.62,60.38,4.0,58.3,19.4,3.86,3.87,4252444.0,8255316.0,481.606,435.117,2,4,4,16682.49,18122.83,39.93,4.04,943534.36
compute-6-26,10061.0,10001.45,59.54,2.0,66.3,1.4,3.15,3.24,4355320.0,8255316.0,481.606,432.916,1,4,3,15778.18,18122.83,40.93,2.64,1003441.92
compute-6-23,10061.0,9755.21,305.79,2.0,39.7,15.4,2.02,1.97,2695096.0,8255316.0,481.606,435.055,2,4,4,12880.97,18122.83,40.93,2.07,1094084.68
compute-5-1,10061.0,9950.68,110.31,2.0,56.3,0.3,2.56,2.64,2056952.0,8255316.0,481.606,433.1,1,4,3,13779.5,18122.83,1.93,2.08,760010.42
compute-14-1,10061.0,10001.85,59.15,4.0,52.3,7.4,3.42,3.62,5304332.0,8255316.0,481.606,434.466,2,4,4,15911.7,18122.83,0.93,4.22,990413.03
compute-14-2,10061.0,10006.69,54.3,5.0,70.1,1.6,3.37,3.24,5196308.0,8255316.0,481.606,433.536,2,4,4,15882.17,18122.83,42.93,3.47,887881.21
compute-14-3,10061.0,10012.19,48.8,4.0,78.5,2.8,3.76,3.52,4579708.0,8255316.0,481.606,433.415,2,4,4,16162.72,18122.83,43.93,3.99,984164.19
compute-14-4,10061.0,9961.0,100.0,4.0,66.6,18.1,3.88,3.81,4174724.0,8255316.0,481.606,434.509,2,4,4,14523.42,18122.83,42.93,3.83,886231.98
compute-14-5,10061.0,9998.92,62.08,4.0,96.8,1.4,4.07,4.01,5797144.0,8255316.0,481.606,433.79,2,4,4,15889.49,18122.83,38.93,4.02,1009170.19
compute-14-6,10061.0,10009.47,51.52,4.0,71.7,2.8,2.69,2.62,4886944.0,8255316.0,481.606,433.933,2,4,4,15590.09,18122.83,40.93,3.52,1054789.89
compute-14-7,10061.0,9987.53,73.47,3.0,44.2,0.4,2.13,2.49,4045832.0,8255316.0,481.606,434.38,2,4,4,15673.93,18122.83,41.93,2.14,1157623.84
compute-14-8,10061.0,9993.78,67.21,4.0,86.7,1.6,3.49,3.42,5491512.0,8255316.0,481.606,431.98,2,4,4,15594.0,18122.83,43.93,3.39,1107341.69
compute-13-6,10061.0,9761.47,299.53,4.0,96.9,0.3,3.99,3.86,3272680.0,8255316.0,973.856,902.838,2,4,4,13137.57,18122.83,37.93,4.11,739912.05
compute-13-5,10061.0,10001.48,59.52,3.0,90.1,0.4,3.7,3.52,3168456.0,8255316.0,481.606,435.138,2,4,4,13289.92,18122.83,42.93,3.59,873989.91
compute-13-4,10061.0,9530.75,530.25,2.0,67.9,0.2,2.72,2.6,3219272.0,8255316.0,481.606,435.264,2,4,4,12908.99,18122.83,38.93,2.85,905603.49
compute-13-2,10061.0,9995.07,65.93,5.0,59.4,3.3,3.0,3.05,5113444.0,8255316.0,481.606,436.301,2,4,4,15821.93,18122.83,18.93,3.08,890581.16
compute-13-1,10061.0,9972.14,88.86,1.0,28.2,12.2,2.79,3.1,3062532.0,8255316.0,481.606,436.065,1,4,3,16723.41,18122.83,38.93,2.81,1004277.87
compute-14-30,10061.0,10001.32,59.68,2.0,64.5,0.5,2.45,2.13,4339924.0,8255316.0,973.856,899.775,2,4,4,14450.52,18122.83,42.93,2.46,1056685.99
compute-5-8,10061.0,9156.59,904.41,3.0,64.0,0.6,3.16,3.11,1262056.0,8255316.0,481.606,434.169,2,4,4,11130.52,18122.83,42.93,3.06,1018708.37
compute-14-32,10061.0,9921.04,139.96,1.0,44.6,0.4,1.77,1.69,2204364.0,8255316.0,481.606,435.322,1,4,3,13641.59,18122.83,42.93,1.64,1127494.35
compute-14-33,10061.0,9902.66,158.34,2.0,46.5,2.9,1.9,1.98,4354024.0,8255316.0,481.606,432.191,2,4,4,14634.66,18122.83,42.93,1.91,1085491.75
compute-14-34,10061.0,9990.33,70.66,2.0,59.1,0.2,2.06,1.98,3050144.0,8255316.0,481.606,432.942,2,4,4,14179.79,18122.83,42.93,1.95,1208026.76
compute-14-35,10061.0,9420.39,640.61,2.0,56.4,3.6,2.03,1.99,2738388.0,8255316.0,481.606,431.44,2,4,4,12298.54,18122.83,0.93,2.77,1059575.28
compute-14-37,10061.0,10004.12,56.88,4.0,69.2,8.1,3.76,3.55,5632616.0,8255316.0,481.606,434.819,2,4,4,16166.76,18122.83,40.93,3.91,945228.79
compute-14-38,10061.0,9995.27,65.73,5.0,79.4,0.8,3.36,3.29,4213668.0,8255316.0,481.606,435.139,2,4,4,15236.33,18122.83,2.93,4.17,1038547.43
compute-5-3,10061.0,10003.61,57.38,1.0,46.5,3.9,1.64,1.54,2759724.0,8255316.0,481.606,434.492,2,4,4,14652.02,18122.83,38.93,1.96,787270.92
compute-5-5,10061.0,10005.23,55.76,4.0,96.5,0.6,3.52,3.08,3759352.0,8255316.0,481.606,433.81,2,4,4,16642.55,18122.83,38.93,4.32,1161277.76
compute-5-7,10061.0,9676.48,384.52,4.0,67.6,0.6,3.03,2.92,2808172.0,8255316.0,481.606,433.228,2,4,4,13029.16,18122.83,39.93,3.09,893900.1
compute-5-6,10061.0,9857.24,203.75,2.0,48.4,1.6,2.08,2.06,3510428.0,8255316.0,481.606,434.258,2,4,4,13994.25,18122.83,41.93,2.00,1017928.73
compute-6-2,10061.0,9992.41,68.59,3.0,78.0,6.6,3.75,3.13,2996380.0,8255316.0,481.606,424.442,2,4,4,13101.64,18122.83,43.93,5.36,1060258.64
compute-6-1,10061.0,9688.63,372.37,2.0,48.1,0.2,1.94,2.0,1517660.0,8255316.0,481.606,434.259,2,4,4,11400.68,18122.83,40.93,1.93,935050.89
compute-6-6,10061.0,10004.53,56.46,3.0,73.5,0.8,2.97,2.85,3090988.0,8255316.0,481.606,434.096,2,4,4,13620.17,18122.83,2.93,3.02,1008168.87
compute-6-7,10061.0,9987.02,73.97,4.0,96.6,0.6,3.52,2.89,4110472.0,8255316.0,481.606,434.096,2,4,4,15310.79,18122.83,2.93,3.36,1148531.94
compute-6-4,10061.0,9999.12,61.88,4.0,49.6,1.1,2.46,2.55,3494148.0,8255316.0,481.606,436.023,1,4,3,16895.19,18122.83,0.93,2.19,1319942.13
compute-6-5,10061.0,9469.31,591.68,3.0,55.9,14.1,2.95,3.26,4574232.0,8255316.0,481.606,434.488,2,4,4,14355.39,18122.83,33.93,3.00,927266.99
compute-6-8,10061.0,9943.74,117.25,2.0,48.6,0.8,2.04,1.94,3738900.0,8255316.0,481.606,434.869,2,4,4,14030.59,18122.83,42.93,2.07,1132889.25
compute-13-28,10061.0,9230.88,830.12,3.0,78.3,0.6,3.0,2.85,2655184.0,8255316.0,481.606,434.455,2,4,4,12036.73,18122.83,30.93,3.07,952936.47
compute-13-29,10061.0,9718.79,342.21,3.0,59.4,0.2,2.48,2.45,2056180.0,8255316.0,481.606,430.432,2,4,4,12075.09,18122.83,37.93,2.40,932091.01
compute-13-26,10061.0,9930.61,130.39,1.0,25.5,0.9,1.89,1.86,2625488.0,8255316.0,481.606,433.273,2,4,4,14130.62,18122.83,21.93,1.66,1104253.81
compute-13-27,10061.0,9998.89,62.11,1.0,29.5,0.5,2.15,2.16,3303136.0,8255316.0,481.606,434.505,1,4,3,16078.64,18122.83,0.93,1.63,922390.51
compute-13-24,10061.0,9253.46,807.53,4.0,61.9,2.4,3.0,3.08,2330492.0,8255316.0,481.606,436.669,2,4,4,13982.63,18122.83,34.93,3.14,834430.38
compute-13-25,10061.0,10003.62,57.38,2.0,58.0,0.6,2.3,1.97,3566104.0,8255316.0,481.606,432.444,2,4,4,14156.9,18122.83,38.93,2.36,1013952.05
compute-13-23,10061.0,10006.06,54.94,4.0,84.1,0.6,3.24,3.12,4758484.0,8255316.0,481.606,434.094,2,4,4,14997.83,18122.83,38.93,3.23,933519.07
compute-2-10,10061.0,9747.73,313.27,2.0,57.7,1.2,2.9,3.01,3194312.0,8255316.0,481.606,434.984,1,4,3,14431.23,18122.83,37.93,2.52,883725.71
compute-2-11,10061.0,9604.11,456.89,3.0,73.6,1.2,3.19,3.12,3001756.0,8255316.0,481.606,434.496,2,4,4,12752.87,18122.83,44.93,3.28,959210.74
compute-2-12,10061.0,9950.89,110.1,3.0,73.1,1.3,3.07,2.87,3870208.0,8255316.0,481.606,434.496,2,4,4,15156.24,18122.83,42.93,3.08,834139.14
compute-2-14,10061.0,9999.99,61.01,3.0,69.3,8.4,3.7,3.75,5987304.0,8255316.0,481.606,430.846,2,4,4,15914.72,18122.83,1.93,4.05,932144.34
compute-2-15,10061.0,9930.71,130.29,5.0,97.3,0.8,4.09,4.01,5664784.0,8255316.0,481.606,434.959,2,4,4,15771.38,18122.83,40.93,4.18,845914.85
compute-2-16,10061.0,9995.7,65.3,4.0,79.5,1.5,3.87,3.86,4509872.0,8255316.0,481.606,435.631,1,4,3,16568.09,18122.83,41.93,3.95,810709.55
compute-2-17,10061.0,9923.86,137.13,2.0,64.5,1.3,2.83,2.88,3389492.0,8255316.0,481.606,433.443,1,4,3,14806.87,18122.83,44.93,2.28,895563.99
compute-2-18,10061.0,9986.35,74.64,2.0,49.0,0.7,2.07,2.0,3848616.0,8255316.0,481.606,434.886,2,4,4,14005.43,18122.83,42.93,2.06,1730784.03
compute-14-40,10061.0,10008.77,52.22,2.0,49.6,0.9,2.83,3.07,3662544.0,8255316.0,481.606,435.832,1,4,2,16187.34,18122.83,1.93,2.05,830878.52
compute-2-8,10061.0,10008.68,52.31,3.0,66.6,1.0,3.54,3.55,3625392.0,8255316.0,481.606,435.6,2,4,4,16371.91,18122.83,44.93,3.12,956470.02
compute-2-9,10061.0,9993.16,67.84,4.0,61.5,19.9,3.77,3.76,3504836.0,8255316.0,481.606,435.438,2,4,4,16302.13,18122.83,40.93,4.30,814309.73
compute-2-7,10061.0,9924.57,136.42,4.0,86.0,0.9,3.85,3.76,2886784.0,8255316.0,481.606,435.245,1,4,3,14452.33,18122.83,44.93,3.82,884091.72
compute-1-9,10061.0,9914.45,146.54,2.0,49.9,0.9,2.13,2.14,2739380.0,8255316.0,481.606,432.874,2,4,4,12809.36,18122.83,5.93,2.20,776159.99
compute-1-8,10061.0,9159.77,901.23,2.0,51.3,0.5,3.5,3.8,1970648.0,8255316.0,481.606,426.869,2,4,4,13196.39,18122.83,43.93,2.85,1003429.77
compute-6-11,10061.0,9923.41,137.59,3.0,73.0,1.1,3.08,2.88,3801764.0,8255316.0,481.606,435.455,2,4,4,15192.29,18122.83,44.93,3.21,947246.62
compute-6-14,10061.0,10050.54,10.46,0.0,0.0,0.0,0.0,0.0,1794512.0,8255316.0,481.606,449.978,4,4,0,17820.79,18122.83,17.93,0.00,16808.24
compute-6-15,10061.0,9993.94,67.06,3.0,67.7,1.0,2.49,2.37,2735380.0,8255316.0,481.606,431.955,2,4,4,14348.67,18122.83,42.93,2.55,1028591.63
compute-6-16,10061.0,9997.56,63.43,1.0,56.2,3.6,3.46,3.57,4482436.0,8255316.0,481.606,434.779,1,4,3,16749.67,18122.83,37.93,3.01,1243744.64
compute-6-17,10061.0,9998.66,62.33,3.0,83.0,1.4,3.34,3.24,5279512.0,8255316.0,481.606,433.453,2,4,4,15712.52,18122.83,39.93,3.38,906406.65
compute-6-10,10061.0,9974.66,86.34,2.0,47.4,1.0,2.87,2.76,3775040.0,8255316.0,481.606,435.288,1,4,3,15293.5,18122.83,41.93,2.22,1728312.95
compute-5-4,10061.0,9927.38,133.61,3.0,34.3,10.4,3.27,3.64,3345176.0,8255316.0,481.606,434.504,1,4,2,15479.36,18122.83,39.93,2.82,1046278.0
compute-6-12,10061.0,9999.14,61.85,4.0,72.6,2.0,3.68,3.67,4792892.0,8255316.0,481.606,435.715,1,4,3,16560.82,18122.83,42.93,3.33,928742.15
compute-6-13,10061.0,9895.8,165.19,3.0,46.1,0.7,2.48,2.41,2429968.0,8255316.0,481.606,435.787,1,4,3,14949.19,18122.83,0.93,1.49,1153126.75
compute-6-18,10061.0,10000.62,60.38,4.0,95.7,1.6,4.08,4.02,3007044.0,8255316.0,481.606,434.885,2,4,4,16231.77,18122.83,42.93,4.15,1045655.18
compute-1-11,10061.0,9997.85,63.15,4.0,96.6,1.3,4.12,4.01,5763164.0,8255316.0,481.606,433.066,2,4,4,15885.66,18122.83,1.93,4.10,986510.19
compute-1-10,10061.0,10005.28,55.72,2.0,48.8,1.9,3.1,3.6,5136508.0,8255316.0,481.606,436.336,1,4,3,16756.83,18122.83,0.93,2.70,920388.44
compute-1-13,10061.0,9876.88,184.11,2.0,72.8,2.0,3.11,3.21,3138088.0,8255316.0,481.606,433.008,2,4,4,15422.11,18122.83,2.93,3.06,1058326.89
compute-1-12,10061.0,9409.52,651.47,3.0,65.6,0.7,2.94,2.91,3357616.0,8255316.0,481.606,434.441,2,4,4,12908.11,18122.83,5.93,2.90,1315812.6
compute-1-15,10061.0,10007.97,53.03,4.0,95.8,1.0,4.1,4.01,3879656.0,8255316.0,481.606,424.437,2,4,4,15979.11,18122.83,0.93,3.67,803824.87
compute-1-14,10061.0,9998.21,62.79,3.0,48.3,1.6,2.22,2.19,4007740.0,8255316.0,481.606,435.127,2,4,4,15303.43,18122.83,40.93,2.13,863284.81
compute-1-17,10061.0,10006.2,54.79,4.0,91.5,1.2,3.58,3.22,5663300.0,8255316.0,481.606,431.382,2,4,4,15766.3,18122.83,40.93,3.48,1598354.17
compute-1-16,10061.0,9780.19,280.8,3.0,73.9,0.5,3.64,3.75,2699544.0,8255316.0,481.606,433.854,1,4,3,14590.61,18122.83,44.93,3.28,802503.58
compute-5-15,10061.0,9997.64,63.36,1.0,23.8,0.2,1.28,1.17,3616984.0,8255316.0,481.606,435.491,2,4,4,13852.72,18122.83,0.93,0.98,823695.44
compute-5-14,10061.0,9859.04,201.95,2.0,50.6,1.4,2.18,2.26,2999660.0,8255316.0,481.606,435.028,2,4,4,13014.65,18122.83,2.93,2.24,943588.69
compute-5-16,10061.0,9624.14,436.85,3.0,65.3,1.2,3.06,2.88,3082120.0,8255316.0,481.606,435.857,2,4,4,14348.74,18122.83,42.93,3.13,1006113.08
compute-5-11,10061.0,9996.95,64.04,2.0,49.4,1.0,2.14,2.01,4083768.0,8255316.0,481.606,436.903,2,4,4,14290.07,18122.83,43.93,2.42,1048860.23
compute-5-10,10061.0,9808.31,252.68,4.0,79.7,0.5,3.44,3.25,4048844.0,8255316.0,481.606,430.572,2,4,4,14122.06,18122.83,39.93,3.75,977891.39
compute-5-13,10061.0,9946.13,114.87,3.0,72.1,1.5,3.12,3.05,3880888.0,8255316.0,481.606,434.217,2,4,4,15934.1,18122.83,2.93,3.38,1068661.08
compute-5-12,10061.0,9473.82,587.18,4.0,98.3,0.2,3.89,3.84,2110244.0,8255316.0,304.395,266.059,2,4,4,12851.59,18122.83,44.93,4.00,880254.49
compute-12-2,26148.0,26126.13,21.87,0.0,0.0,0.0,0.01,0.0,3149928.0,24727772.0,465.001,430.193,1,12,0,49767.14,50296.21,1.93,0.01,392779.54
compute-12-1,26148.0,26130.57,17.43,0.0,0.0,0.0,0.0,0.08,2512336.0,24727772.0,465.001,429.082,1,12,0,49659.86,50296.21,31.93,0.01,384389.25
compute-5-28,10061.0,10010.59,50.41,4.0,84.9,0.6,3.78,3.55,3384308.0,8255316.0,481.606,435.386,2,4,4,15973.36,18122.83,40.93,3.91,778180.75
compute-5-29,10061.0,9994.84,66.15,4.0,95.1,1.7,4.13,4.01,5415580.0,8255316.0,481.606,435.038,2,4,4,16241.61,18122.83,43.93,4.23,1038686.96
compute-5-24,10061.0,9990.34,70.65,3.0,44.8,17.8,2.55,2.28,4345556.0,8255316.0,481.606,435.621,2,4,4,14295.19,18122.83,2.93,2.89,969996.63
compute-5-25,10061.0,10004.96,56.04,4.0,95.3,1.8,4.2,3.91,4321632.0,8255316.0,481.606,434.011,2,4,4,16316.78,18122.83,43.93,4.43,1052009.67
compute-5-26,10061.0,9996.25,64.75,4.0,71.1,1.4,3.07,3.02,4974036.0,8255316.0,481.606,426.723,2,4,4,15191.73,18122.83,40.93,3.00,989094.93
compute-5-27,10061.0,9879.79,181.21,3.0,70.7,1.2,3.0,2.89,4067420.0,8255316.0,481.606,434.643,2,4,4,14147.34,18122.83,31.93,3.27,998193.52
compute-5-23,10061.0,9933.04,127.95,3.0,34.2,1.2,1.54,1.7,3341484.0,8255316.0,481.606,436.375,0,4,4,14432.4,18122.83,1128.93,1.53,815306.59
compute-13-18,10061.0,8723.51,1337.49,3.0,70.4,0.1,2.93,2.89,3303456.0,8255316.0,481.606,434.078,2,4,4,12214.63,18122.83,32.93,3.00,844472.08
compute-13-13,10061.0,9610.13,450.87,2.0,37.4,5.5,1.64,1.54,2625840.0,8255316.0,481.606,435.295,2,4,4,13939.86,18122.83,39.93,1.73,833740.27
compute-13-12,10061.0,9992.77,68.23,3.0,73.2,1.2,3.16,3.0,3711516.0,8255316.0,481.606,435.253,2,4,4,15235.83,18122.83,29.93,3.10,1346704.79
compute-13-11,10061.0,10004.33,56.67,3.0,83.8,2.2,3.87,3.89,4786824.0,8255316.0,481.606,435.433,2,4,4,16370.94,18122.83,1.93,3.84,998390.29
compute-13-10,10061.0,9990.63,70.37,4.0,92.9,0.3,3.86,3.68,4583928.0,8255316.0,481.606,433.061,2,4,4,14647.16,18122.83,29.93,4.08,1015735.63
compute-13-17,10061.0,10001.07,59.92,0.0,6.6,0.2,0.38,0.4,2761260.0,8255316.0,481.606,433.12,2,4,4,12893.76,18122.83,34.93,0.24,765372.33
compute-13-16,10061.0,9792.99,268.01,3.0,68.7,1.8,3.05,3.03,2150560.0,8255316.0,481.606,432.457,2,4,4,13427.92,18122.83,37.93,2.95,975463.76
compute-13-15,10061.0,9943.58,117.41,3.0,64.8,0.7,2.71,2.59,2199568.0,8255316.0,481.606,434.488,2,4,4,12268.14,18122.83,37.93,2.75,953336.34
compute-13-14,10061.0,9949.08,111.91,3.0,71.1,0.5,3.0,2.9,4396596.0,8255316.0,481.606,434.809,2,4,4,14601.69,18122.83,9.93,2.85,816050.87
compute-14-15,10061.0,10010.76,50.24,4.0,66.5,11.4,3.62,3.68,5835052.0,8255316.0,481.606,435.663,2,4,4,16279.87,18122.83,42.93,3.72,934958.28
compute-5-17,10061.0,10011.06,49.93,4.0,87.7,1.0,3.47,3.34,5020396.0,8255316.0,481.606,434.717,2,4,4,15292.34,18122.83,38.93,3.45,880763.13
compute-14-18,10061.0,9994.81,66.19,3.0,49.4,0.4,2.31,2.22,3181008.0,8255316.0,481.606,432.533,1,4,3,14743.86,18122.83,42.93,1.92,1023737.98
